mmyers@hurley.info,+#7^sQ!qvC,NULL,Mary,NULL,Myers,NULL,1981-04-04,female,female,she/her,Other,20/20,deaf,cane,false,2024-06-02,NULL,464693219,81.92,135.87,"{""Influenza"": ""2005-08-25"", ""Hepatitis B"": ""2009-03-07"", ""HPV"": ""1989-05-09"", ""Zoster"": ""1996-09-01"", ""Varicella"": ""1995-02-21""}",{},"{""Heart valve repair"": ""2009-10-25""}","{""Hepatitis"": [""sister""], ""Bipolar disorder"": [""father"", ""grandmother"", ""grandfather""]}",2024-04-08 18:05:32.240923-05:00,"{""Erica Morrison"": [9962336613]}",NULL,B-,5723876766,"[""Alzheimer's"", ""Celiac disease"", ""Lung disease"", ""Autism""]",Collins-Munoz,"37731 Sarah Road Apt. 950
East Joechester, AS 01564",3955013846
eowen@rivera.net,2)@(chF7js,NULL,Erika,NULL,Owen,NULL,1978-11-13,female,female,she/her,Atheist,20/60,hearing,walker,false,2024-06-03,NULL,678899876,49.66,132.9,"{""Influenza"": ""2012-06-18"", ""Hepatitis B"": ""2001-07-05"", ""Polio"": ""1985-12-30"", ""Tetanus, Diphtheria, Pertussis"": ""1981-05-12"", ""HPV"": ""2004-05-14"", ""COVID-19"": ""1982-05-31"", ""Hepatitis A"": ""1997-10-30"", ""Pneumococcal"": ""1996-06-06"", ""Zoster"": ""1986-06-17"", ""Measles, Mumps, Rubella"": ""2018-04-15"", ""Varicella"": ""2004-03-21""}",{},"{""Cataract surgery"": ""2016-04-21"", ""Adenoidectomy"": ""1999-10-21"", ""ACL repair"": ""1999-05-22""}","{""Thyroid disease"": [""cousin"", ""brother"", ""aunt""]}",2024-05-11 02:30:12.632597-05:00,"{""Shannon Parker"": [2949138915]}",NULL,AB+,9998195861,[],Garcia Ltd,"41693 Steven Flats
South Christineburgh, DC 65227",3206544868
mwhite@young-fernandez.com,&6Pzwb3_A2,NULL,Melissa,NULL,White,NULL,1985-04-15,female,female,she/her,Other,20/100,hard of hearing,walker,false,2024-05-31,NULL,399840486,59.77,141.31,"{""HPV"": ""2004-04-12"", ""Pneumococcal"": ""2006-05-16"", ""Zoster"": ""1988-11-23"", ""Measles, Mumps, Rubella"": ""1985-08-21"", ""Varicella"": ""2019-09-13""}",{},"{""Coronary artery bypass"": ""2009-11-02""}","{""Celiac disease"": [""cousin""], ""Psoriasis"": [""grandfather""], ""Thyroid disease"": [""brother"", ""grandmother"", ""mother""], ""Alzheimer's"": [""brother""], ""Anxiety"": [""aunt"", ""mother""]}",2024-05-15 19:48:49.062614-05:00,"{""Alexis Nolan"": [3296071596, 7444026503], ""Angela Castaneda"": [3198945384, 3905394531]}",NULL,B-,9812238773,[],Raymond-Bentley,"35000 Elizabeth Plaza Suite 926
Norrismouth, NE 20013",7796323838
jayala@patterson.com,*eiuxNooV7,NULL,Jose,NULL,Ayala,NULL,2003-04-28,female,female,she/her,Muslim,20/80,deaf,able,false,2024-05-20,NULL,228813256,48.29,211.67,"{""Influenza"": ""2022-07-20"", ""Hepatitis B"": ""2008-01-19"", ""COVID-19"": ""2022-03-06"", ""Hepatitis A"": ""2018-02-05"", ""Pneumococcal"": ""2004-02-29"", ""Zoster"": ""2019-08-28"", ""Measles, Mumps, Rubella"": ""2019-09-01""}",{},{},{},2024-05-14 22:16:43.878440-05:00,"{""Charlotte Hurley"": [6925944479]}",NULL,O+,7977556286,"[""Dementia"", ""Lung disease"", ""Liver disease""]",White and Sons,"531 Samantha Points Apt. 890
Tomfurt, PR 85433",1098025896
bmoreno@atkinson.com,UIR_0wJaMm,NULL,Brian,NULL,Moreno,NULL,1993-09-03,male,male,he/him,Other,20/60,hard of hearing,able,false,NULL,NULL,517614946,67.37,134.35,"{""Influenza"": ""1995-08-31"", ""Hepatitis B"": ""1997-10-29"", ""Polio"": ""2015-08-03"", ""HPV"": ""2001-02-26"", ""Tetanus, Diphtheria, Pertussis"": ""2016-01-18"", ""COVID-19"": ""2014-03-25"", ""Hepatitis A"": ""2018-03-27"", ""Pneumococcal"": ""1999-11-20"", ""Zoster"": ""2017-01-30"", ""Measles, Mumps, Rubella"": ""2023-05-13"", ""Varicella"": ""1995-06-06""}","{""Gadolinium contrast"": [""Vomiting"", ""Abdominal pain"", ""Dizziness""]}",{},"{""Autism"": [""father"", ""mother"", ""uncle""], ""Epilepsy"": [""cousin"", ""sister"", ""uncle""], ""Crohn's disease"": [""cousin"", ""brother"", ""aunt""], ""Ulcerative colitis"": [""brother"", ""uncle""]}",2024-02-27 08:55:30.700724-06:00,"{""Tiffany Stewart"": [5929351828]}",NULL,O+,4616465739,"[""Multiple sclerosis"", ""Migraines"", ""Epilepsy""]",Thomas-Erickson,"417 Victor Wells
North David, PW 98325",7799295136
mbailey@taylor.org,8YcGj@Nx@0,NULL,Misty,NULL,Bailey,NULL,1959-02-05,male,male,he/him,Hindu,blind,deaf,wheelchair,false,NULL,NULL,986598141,67.46,124.56,"{""Hepatitis B"": ""2016-11-14"", ""Tetanus, Diphtheria, Pertussis"": ""1988-03-12"", ""HPV"": ""1988-04-01"", ""Hepatitis A"": ""2006-08-03"", ""Pneumococcal"": ""1971-07-21"", ""Zoster"": ""2012-04-04""}","{""Pineapple"": [""Fast heart rate"", ""Abdominal pain"", ""Diarrhea"", ""Hives""]}","{""Cholecystectomy"": ""2000-06-15"", ""Rotator cuff repair"": ""2015-12-02"", ""Lung transplant"": ""1999-11-19""}",{},2024-01-15 05:48:46.163971-06:00,"{""Anthony Richardson"": [7448636566]}",NULL,AB+,4737404716,"[""Lupus""]","Rice, Kim and Rodriguez","67199 Parsons Mill
Danielside, FM 23243",7805134477
cbrown@hernandez.com,)xM(5iIfT7,NULL,Christopher,NULL,Brown,NULL,1999-02-07,male,male,he/him,Hindu,20/60,deaf,wheelchair,false,NULL,NULL,456089160,70.75,235.91,"{""Tetanus, Diphtheria, Pertussis"": ""2021-09-20"", ""Hepatitis A"": ""2014-10-03"", ""Pneumococcal"": ""2005-09-30"", ""Zoster"": ""2023-10-26"", ""Varicella"": ""2011-04-26""}","{""Ester local anesthetics"": [""Vomiting"", ""Shortness of breath""], ""Gadolinium contrast"": [""Fast heart rate"", ""Loss of consciousness"", ""Dizziness""]}","{""Mastectomy"": ""2021-10-21""}","{""Depression"": [""brother"", ""sister"", ""grandmother""], ""Psoriasis"": [""brother"", ""sister""], ""Cancer"": [""mother""]}",2024-03-14 08:22:56.243299-05:00,"{""Daniel Miranda"": [3396176513, 5199304662]}",NULL,AB+,2198368856,[],Matthews-Sims,"74311 Williams Junction Suite 883
Lake Patrick, SD 93603",1975611956
dbrown@boyd.com,*CUt38Ce##,NULL,Devin,NULL,Brown,NULL,1954-01-24,male,male,he/him,Hindu,blind,hearing,able,false,NULL,NULL,978659636,76.48,250.37,"{""Influenza"": ""1976-12-01"", ""Hepatitis B"": ""1970-06-03"", ""Polio"": ""2013-06-28"", ""HPV"": ""2018-11-07"", ""Tetanus, Diphtheria, Pertussis"": ""1980-07-04"", ""COVID-19"": ""1973-04-20"", ""Hepatitis A"": ""1979-07-18"", ""Pneumococcal"": ""1993-06-05"", ""Zoster"": ""2007-03-10"", ""Measles, Mumps, Rubella"": ""1968-02-14"", ""Varicella"": ""1995-01-22""}","{""Shellfish"": [""Itching"", ""Rash"", ""Diarrhea"", ""Swelling""]}","{""Heart valve repair"": ""1969-09-27"", ""Lung transplant"": ""1988-04-04"", ""Hip replacement"": ""1970-02-22"", ""ACL repair"": ""1986-08-14""}","{""Lupus"": [""brother"", ""sister"", ""grandfather""]}",2024-04-26 00:53:06.865064-05:00,"{""Corey Ford"": [4202145521], ""Melissa Martin"": [1000543394, 2211182247]}",NULL,O-,4032626099,"[""Osteoporosis"", ""Crohn's disease""]",Young-Castillo,"4921 Michael Canyon Suite 087
Chrischester, DC 12118",1648139712
jturner@bernard-atkins.com,fY+U2Akf14,NULL,Julia,NULL,Turner,NULL,1942-10-18,female,female,she/her,Muslim,20/20,hard of hearing,wheelchair,false,2024-05-23,NULL,522220137,77.3,213.43,"{""Influenza"": ""1945-10-28"", ""Hepatitis B"": ""2009-08-22"", ""Tetanus, Diphtheria, Pertussis"": ""2005-10-11"", ""HPV"": ""1988-01-30"", ""COVID-19"": ""1966-03-14"", ""Hepatitis A"": ""1964-04-04"", ""Pneumococcal"": ""2000-04-10"", ""Measles, Mumps, Rubella"": ""1947-01-17"", ""Varicella"": ""1995-07-08""}","{""Penicillin"": [""Fast heart rate"", ""Dizziness"", ""Swelling""], ""Soy"": [""Vomiting"", ""Hives""]}","{""Cataract surgery"": ""1985-07-17"", ""Tonsillectomy"": ""2011-06-02"", ""Appendectomy"": ""1990-06-28""}",{},2024-02-14 02:57:03.340148-06:00,"{""Jennifer Finley"": [2486696101, 3973202518], ""Rick Fuentes"": [2390253522]}",NULL,B+,9936763282,"[""COPD"", ""Diabetes"", ""Bipolar disorder"", ""Arthritis"", ""Kidney disease""]",Adams and Sons,"34597 Mark Lock
West Audreyport, PR 97267",6530227819
tmckinney@russo.com,_4emyFzTpr,NULL,Tonya,NULL,Mckinney,NULL,1947-04-04,male,male,he/him,Hindu,blind,hearing,cane,false,NULL,NULL,774988801,60.58,211.25,"{""Influenza"": ""2007-06-02"", ""Hepatitis B"": ""1952-03-11"", ""Tetanus, Diphtheria, Pertussis"": ""1998-02-10"", ""COVID-19"": ""1985-07-09"", ""Hepatitis A"": ""1974-01-25"", ""Zoster"": ""2022-12-26"", ""Measles, Mumps, Rubella"": ""1975-10-26"", ""Varicella"": ""2016-01-11""}","{""Dairy"": [""Itching"", ""Nausea"", ""Shortness of breath""], ""Tree nuts"": [""Loss of consciousness"", ""Wheezing""]}","{""Appendectomy"": ""1978-06-19"", ""Lobectomy"": ""2003-07-03"", ""Mastectomy"": ""2016-05-19""}","{""Autism"": [""cousin"", ""uncle""]}",2024-05-10 08:52:26.218252-05:00,"{""Dana Herrera"": [1337843429]}",NULL,B-,8700883911,"[""COPD"", ""Autism"", ""Dementia"", ""Cancer"", ""Thyroid disease""]",Guerrero-Ward,"198 Murray Flat
Port Jeff, TX 31031",7399727780
msmall@harrison-garcia.com,$3Pm%Oq6IQ,NULL,Michael,NULL,Small,NULL,1937-04-11,male,male,he/him,Atheist,20/20,deaf,wheelchair,false,NULL,NULL,499623833,80.0,216.2,"{""Influenza"": ""1978-04-15"", ""Hepatitis B"": ""2005-05-13"", ""Polio"": ""2010-10-04"", ""HPV"": ""1978-11-10"", ""Tetanus, Diphtheria, Pertussis"": ""1964-08-07"", ""COVID-19"": ""1975-06-18"", ""Hepatitis A"": ""2006-04-25"", ""Zoster"": ""2007-06-30"", ""Measles, Mumps, Rubella"": ""1942-06-17"", ""Varicella"": ""1998-04-15""}","{""Sesame"": [""Vomiting"", ""Fainting"", ""Nausea"", ""Diarrhea""]}","{""Spinal fusion"": ""1960-02-09"", ""Rotator cuff repair"": ""2004-08-21""}",{},2024-03-05 20:25:41.054761-06:00,"{""Justin Paul"": [2904485196]}",NULL,A+,6211717681,"[""Celiac disease"", ""High blood pressure"", ""Thyroid disease"", ""Epilepsy"", ""Liver disease""]",Patel-Cole,"13726 Montgomery Wall
Milesbury, KY 53995",7643230379
toconnell@massey.net,R63ZOt%q(I,NULL,Tiffany,NULL,Oconnell,NULL,1961-10-07,male,male,he/him,Other,20/60,hearing,walker,false,NULL,NULL,131344933,80.1,156.27,"{""Influenza"": ""1998-12-22"", ""Hepatitis B"": ""1963-01-11"", ""Polio"": ""2018-08-20"", ""HPV"": ""2009-01-11"", ""Tetanus, Diphtheria, Pertussis"": ""1973-11-30"", ""COVID-19"": ""2008-05-15"", ""Hepatitis A"": ""2006-05-10"", ""Pneumococcal"": ""2001-04-25"", ""Zoster"": ""2018-06-08"", ""Measles, Mumps, Rubella"": ""1972-05-08"", ""Varicella"": ""1981-01-11""}","{""Iodinated contrast"": [""Nausea"", ""Coughing""]}",{},{},2024-02-05 15:24:30.776623-06:00,"{""John Wilson"": [8947591716, 4779345991], ""Rebecca Smith"": [6426716960, 4443641598]}",NULL,B-,8094816547,"[""Ulcerative colitis"", ""Dementia"", ""Celiac disease"", ""Stroke""]",Fernandez-Thompson,"807 Smith Stream
Bonnieberg, HI 24936",6051780365
cbass@page.org,bJ@4kMEwu#,NULL,Christine,NULL,Bass,NULL,1978-03-31,female,female,she/her,Jewish,20/20,hard of hearing,crutches,false,2024-06-09,NULL,741910161,70.31,145.39,"{""Hepatitis B"": ""2019-06-17"", ""Polio"": ""1991-09-19"", ""Tetanus, Diphtheria, Pertussis"": ""2018-01-12"", ""COVID-19"": ""1985-12-05"", ""Hepatitis A"": ""2000-04-10"", ""Pneumococcal"": ""2021-02-18"", ""Varicella"": ""2007-10-15""}",{},"{""Hip replacement"": ""2007-10-12"", ""Heart valve repair"": ""1996-07-27"", ""Tonsillectomy"": ""1997-05-03""}","{""Bipolar disorder"": [""brother"", ""grandmother"", ""mother""], ""ADHD"": [""brother"", ""sister"", ""grandfather""], ""High blood pressure"": [""grandmother""], ""Epilepsy"": [""aunt""], ""Rheumatoid arthritis"": [""cousin"", ""grandmother"", ""grandfather""]}",2024-02-22 19:07:04.904212-06:00,"{""Amber Walters DDS"": [7956661304], ""Katherine Stewart"": [9501413395, 2432240203]}",NULL,B+,9440325389,"[""Hepatitis"", ""Diabetes"", ""Cancer"", ""Crohn's disease"", ""Liver disease""]","Smith, Hill and Blanchard","822 Christopher Port
Danielside, ME 08517",4837811627
jmontgomery@francis.biz,7RWDFcnm@t,NULL,Joseph,NULL,Montgomery,NULL,1957-04-07,female,female,she/her,Jewish,20/20,hard of hearing,crutches,false,2024-06-01,NULL,512166644,61.29,227.89,"{""Influenza"": ""2009-08-09"", ""Hepatitis B"": ""1979-06-08"", ""Tetanus, Diphtheria, Pertussis"": ""2006-09-17"", ""HPV"": ""2015-05-14"", ""Pneumococcal"": ""2016-09-23"", ""Zoster"": ""2017-07-25"", ""Measles, Mumps, Rubella"": ""2010-05-05""}","{""Penicillin"": [""Vomiting"", ""Abdominal pain"", ""Nausea"", ""Dizziness""]}","{""Cholecystectomy"": ""1987-03-07""}","{""Heart disease"": [""brother"", ""grandmother"", ""grandfather""], ""Asthma"": [""brother""], ""Osteoporosis"": [""cousin""]}",2024-03-07 13:53:15.110927-06:00,"{""Angela Olson"": [9292118193, 6270403910]}",NULL,AB-,4394105199,"[""Osteoporosis"", ""HIV/AIDS""]",Rivera PLC,"695 Foley Alley Suite 831
East Michaelton, SC 18543",5727339159
tpaul@diaz.com,_aw04X(hm5,NULL,Travis,NULL,Paul,NULL,1954-08-24,female,female,she/her,Hindu,20/20,deaf,crutches,false,2024-05-31,NULL,397492358,79.84,261.79,"{""Influenza"": ""1984-09-23"", ""Hepatitis B"": ""2016-06-21"", ""Polio"": ""2016-12-29"", ""HPV"": ""2014-12-09"", ""Tetanus, Diphtheria, Pertussis"": ""1972-09-02"", ""COVID-19"": ""2002-03-18"", ""Hepatitis A"": ""2024-04-07"", ""Pneumococcal"": ""1967-03-08"", ""Zoster"": ""1984-06-27"", ""Measles, Mumps, Rubella"": ""1971-09-01"", ""Varicella"": ""1977-08-03""}","{""Latex"": [""Confusion"", ""Abdominal pain"", ""Dizziness""], ""NSAIDs"": [""Low blood pressure"", ""Fast heart rate"", ""Rash""]}","{""Laminectomy"": ""2006-09-08"", ""Hernia repair"": ""1974-08-08"", ""Appendectomy"": ""2003-05-29""}","{""Crohn's disease"": [""brother"", ""sister"", ""father""], ""Bipolar disorder"": [""grandmother"", ""uncle""]}",2024-02-23 13:20:18.889781-06:00,"{""Allen Jackson"": [3510450855], ""Francis Turner"": [6274900747, 9880053567]}",NULL,A-,3024148870,"[""Diabetes""]","May, Lutz and Hines","1707 Alex Street Suite 388
Lake Timothyhaven, NJ 56508",5838746489
adavis@cole.com,A^%03EdSvy,NULL,Amanda,NULL,Davis,NULL,1975-10-20,female,female,she/her,Agnostic,20/80,hard of hearing,cane,false,2024-05-19,NULL,917635146,59.22,140.45,"{""Polio"": ""2015-12-18"", ""Tetanus, Diphtheria, Pertussis"": ""2008-09-18"", ""COVID-19"": ""1990-07-11"", ""Pneumococcal"": ""1996-03-25"", ""Zoster"": ""1989-07-15""}","{""Penicillin"": [""Loss of consciousness"", ""Shortness of breath"", ""Coughing""]}","{""Hip replacement"": ""2009-02-16"", ""Cholecystectomy"": ""2006-08-19"", ""Lobectomy"": ""2016-01-13"", ""Rotator cuff repair"": ""2015-02-14""}","{""Multiple sclerosis"": [""aunt""], ""Osteoporosis"": [""uncle""], ""Bipolar disorder"": [""grandmother"", ""aunt""], ""Thyroid disease"": [""brother"", ""mother"", ""grandfather""]}",2024-03-23 07:23:41.322577-05:00,"{""Randy Burns"": [5828592714, 4939216146], ""Scott Scott"": [8593495472]}",NULL,B+,8129387105,"[""Bipolar disorder""]",Boone and Sons,"03816 Dean Flats
Bethmouth, KS 35104",4431689197
